id,embedding
6100,"[-1.6549204587936401, -1.1771854162216187, 3.790597915649414, -1.5594282150268555, -1.5535222291946411, 1.0483832359313965, -1.274688720703125, -1.6320748329162598, 3.016962766647339, -1.4872864484786987, -1.5151499509811401, -1.440226435661316, 2.8490171432495117, -1.3103787899017334, 3.274662733078003, -1.2851831912994385]"
6157,"[1.3186163902282715, 1.178078532218933, -0.16239500045776367, 1.2174402475357056, 1.1592744588851929, -0.037358444184064865, 1.1539242267608643, 1.1221696138381958, -0.09812316298484802, 1.250832200050354, 1.0767253637313843, 1.1725788116455078, -0.21230089664459229, 1.3176732063293457, -0.5796250700950623, 1.24329674243927]"
950,"[1.1049426794052124, 0.9702764749526978, 0.3565446734428406, 0.9467558860778809, 0.9251091480255127, 0.11592115461826324, 0.9249687790870667, 0.8829210996627808, 0.2684672474861145, 1.0032715797424316, 0.910118579864502, 0.9591504335403442, 0.14019343256950378, 1.1309630870819092, -0.10769140720367432, 1.1036499738693237]"
1613,"[2.0641660690307617, 1.7448402643203735, -0.2806513011455536, 1.8726073503494263, 1.8679624795913696, -0.029101531952619553, 1.8278018236160278, 1.7099720239639282, -0.18521589040756226, 1.8629786968231201, 1.6533517837524414, 1.7843462228775024, -0.3666650652885437, 1.9926111698150635, -0.8694807291030884, 1.8509265184402466]"
2060,"[3.0227882862091064, 2.704083204269409, -0.9810338616371155, 2.825364351272583, 2.6437268257141113, -0.21135374903678894, 2.589718818664551, 2.6399271488189697, -0.7947583198547363, 3.0221664905548096, 2.446026086807251, 2.6478986740112305, -0.9897076487541199, 2.98329758644104, -1.697646141052246, 2.8107240200042725]"
5240,"[-0.5661662817001343, -0.36938080191612244, 2.105729341506958, -0.5459983348846436, -0.556225061416626, 0.59633868932724, -0.42548972368240356, -0.6044410467147827, 1.7047016620635986, -0.5481191277503967, -0.5330382585525513, -0.48360827565193176, 1.5771769285202026, -0.40105462074279785, 1.6591215133666992, -0.39847490191459656]"
1435,"[0.7421303987503052, 0.696341872215271, 0.35399994254112244, 0.6724255084991455, 0.6424483060836792, 0.10460305213928223, 0.6644368767738342, 0.6105499863624573, 0.30938276648521423, 0.6981335282325745, 0.6129807233810425, 0.6735530495643616, 0.21466311812400818, 0.7762383818626404, -0.037173815071582794, 0.7359943985939026]"
2982,"[1.0103347301483154, 0.9355065822601318, 0.09781382977962494, 0.9290181398391724, 0.8926194906234741, 0.028144080191850662, 0.9141981601715088, 0.8625330328941345, 0.13268986344337463, 0.9280226230621338, 0.8038175106048584, 0.9142630100250244, 0.004718177020549774, 1.0172951221466064, -0.311543345451355, 0.9658068418502808]"
530,"[2.857342004776001, 2.45461106300354, -0.8578360080718994, 2.619950294494629, 2.48634934425354, -0.20307737588882446, 2.457932472229004, 2.494027853012085, -0.6140254735946655, 2.7758913040161133, 2.3757143020629883, 2.4905855655670166, -0.8806840777397156, 2.773358106613159, -1.5010581016540527, 2.6301965713500977]"
4279,"[0.3009302616119385, 0.29721909761428833, 2.045301675796509, 0.15889862179756165, 0.14692577719688416, 0.6562681198120117, 0.2637375295162201, 0.09595093131065369, 1.5968525409698486, 0.19102448225021362, 0.12618538737297058, 0.2163333296775818, 1.462862491607666, 0.2919076383113861, 1.4171559810638428, 0.24475383758544922]"
2835,"[1.769335150718689, 1.574275016784668, -0.24332746863365173, 1.6468843221664429, 1.5638558864593506, -0.05126800760626793, 1.5402302742004395, 1.51758873462677, -0.1342710256576538, 1.7076040506362915, 1.4611903429031372, 1.5494855642318726, -0.30379432439804077, 1.7366180419921875, -0.7463476061820984, 1.6857787370681763]"
6303,"[1.406622290611267, 1.2455271482467651, -0.16054314374923706, 1.2992072105407715, 1.2472667694091797, -0.02822135016322136, 1.2258487939834595, 1.2270399332046509, -0.10509645938873291, 1.3152813911437988, 1.1853079795837402, 1.2513641119003296, -0.23023131489753723, 1.4141464233398438, -0.600734531879425, 1.3114104270935059]"
3562,"[1.3184417486190796, 1.1818829774856567, 0.1628016233444214, 1.2122033834457397, 1.1296967267990112, 0.10965010523796082, 1.1561158895492554, 1.0782231092453003, 0.17067867517471313, 1.2703086137771606, 1.0297317504882812, 1.1574431657791138, 0.06214245408773422, 1.2784616947174072, -0.29937928915023804, 1.2527092695236206]"
665,"[3.009446859359741, 2.594348907470703, -1.0470023155212402, 2.768428325653076, 2.627748727798462, -0.3120580017566681, 2.5348007678985596, 2.6284427642822266, -0.793907642364502, 2.967358112335205, 2.3909735679626465, 2.5772900581359863, -0.9434371590614319, 2.903002977371216, -1.6643972396850586, 2.813800573348999]"
5095,"[0.8655126094818115, 0.8085035085678101, 0.3523622751235962, 0.7750402688980103, 0.7465633153915405, 0.10933692753314972, 0.766471266746521, 0.723760187625885, 0.30588826537132263, 0.80912846326828, 0.7175789475440979, 0.7883797883987427, 0.195622056722641, 0.8851416707038879, -0.06531411409378052, 0.8358027935028076]"
6840,"[1.1156138181686401, 1.0164743661880493, 0.025332286953926086, 1.0229055881500244, 0.9741547107696533, 0.01735440269112587, 0.9839321970939636, 0.9489529132843018, 0.0352550745010376, 1.0540332794189453, 0.9310088157653809, 1.006463885307312, -0.06911110132932663, 1.1271870136260986, -0.38617706298828125, 1.0590604543685913]"
6690,"[-1.7924312353134155, -1.277883768081665, 4.021747589111328, -1.6873542070388794, -1.6797645092010498, 1.1076066493988037, -1.3801823854446411, -1.7620676755905151, 3.1958956718444824, -1.60520339012146, -1.639944076538086, -1.5613245964050293, 3.019925117492676, -1.4237356185913086, 3.4956021308898926, -1.3963209390640259]"
5672,"[1.6690441370010376, 1.5050971508026123, -0.27294814586639404, 1.5116811990737915, 1.441714882850647, -0.07962462306022644, 1.459518313407898, 1.444457769393921, -0.1965227723121643, 1.6271439790725708, 1.3850500583648682, 1.4862120151519775, -0.34688398241996765, 1.651055097579956, -0.760368824005127, 1.5485602617263794]"
4507,"[2.18061900138855, 1.9179197549819946, -0.5494961142539978, 1.9739329814910889, 1.8248194456100464, -0.17427568137645721, 1.914297342300415, 1.888795018196106, -0.4023757576942444, 2.1135482788085938, 1.819995641708374, 1.9020355939865112, -0.5551463961601257, 2.087688684463501, -1.0579750537872314, 2.006021738052368]"
4529,"[0.5319032669067383, 0.5198632478713989, 0.6998866200447083, 0.4694889485836029, 0.43763235211372375, 0.20850366353988647, 0.4820241332054138, 0.4088120460510254, 0.5719981789588928, 0.4836381673812866, 0.424465537071228, 0.487290620803833, 0.48113447427749634, 0.5768246650695801, 0.2819870710372925, 0.5365902185440063]"
7536,"[1.6009575128555298, 1.4598950147628784, -0.35143840312957764, 1.4851642847061157, 1.4137992858886719, -0.08992317318916321, 1.4181768894195557, 1.3967729806900024, -0.23058021068572998, 1.569640040397644, 1.3077930212020874, 1.4199340343475342, -0.35164669156074524, 1.5992138385772705, -0.7924343943595886, 1.520593523979187]"
1767,"[2.5941553115844727, 2.346947193145752, -0.9234169125556946, 2.3939671516418457, 2.289106607437134, -0.27665507793426514, 2.283277750015259, 2.3025834560394287, -0.6858348846435547, 2.5801799297332764, 2.1425020694732666, 2.2983579635620117, -0.8956590890884399, 2.5950894355773926, -1.4892559051513672, 2.418336868286133]"
1525,"[3.77298641204834, 3.337440013885498, -1.2550208568572998, 3.4872024059295654, 3.2631783485412598, -0.3124251365661621, 3.281456232070923, 3.364861249923706, -0.9890742301940918, 3.706681251525879, 3.165456533432007, 3.2915353775024414, -1.2340997457504272, 3.7229554653167725, -2.0569257736206055, 3.4401779174804688]"
5039,"[1.5024250745773315, 1.3158245086669922, -0.025559842586517334, 1.3673573732376099, 1.2746832370758057, 0.041595909744501114, 1.2926889657974243, 1.24920654296875, -0.01631423830986023, 1.4283677339553833, 1.2378299236297607, 1.3394619226455688, -0.1145336851477623, 1.4484765529632568, -0.5088343620300293, 1.4171866178512573]"
1996,"[2.081796169281006, 1.9146829843521118, -0.0773693323135376, 1.8129796981811523, 1.7170839309692383, -0.05154043063521385, 1.8456552028656006, 1.7313616275787354, -0.11934417486190796, 1.9948309659957886, 1.775848388671875, 1.8646045923233032, -0.2922372817993164, 1.9916775226593018, -0.6876131296157837, 1.8848172426223755]"
1558,"[1.533859133720398, 1.3921390771865845, 1.1734795570373535, 1.31510329246521, 1.234626293182373, 0.3934534788131714, 1.3335862159729004, 1.2247825860977173, 0.9173954725265503, 1.4435778856277466, 1.254298448562622, 1.3442729711532593, 0.6825850009918213, 1.5139145851135254, 0.4052191376686096, 1.3788658380508423]"
3938,"[1.3793529272079468, 1.2611175775527954, -0.1798056662082672, 1.2800235748291016, 1.216521143913269, -0.05209759995341301, 1.2181675434112549, 1.1935261487960815, -0.10823890566825867, 1.3481875658035278, 1.12564218044281, 1.2307648658752441, -0.235195130109787, 1.3993377685546875, -0.6098175048828125, 1.3260223865509033]"
889,"[-0.03709474205970764, 0.04189136624336243, 1.405055046081543, -0.06223967671394348, -0.07417616248130798, 0.4118421971797943, -0.002797558903694153, -0.11504225432872772, 1.139865517616272, -0.0793033093214035, -0.06338658928871155, -0.010527759790420532, 1.0341649055480957, 0.04772642254829407, 0.9764172434806824, 0.03294447064399719]"
7261,"[1.3019156455993652, 1.2383763790130615, 0.02838030457496643, 1.2328014373779297, 1.1621320247650146, 0.039312947541475296, 1.1987419128417969, 1.1158287525177002, 0.048060089349746704, 1.2978109121322632, 1.0676723718643188, 1.1547569036483765, -0.053331367671489716, 1.3142139911651611, -0.4600321054458618, 1.2526384592056274]"
1460,"[0.5086888074874878, 0.516722559928894, 1.1979665756225586, 0.43087834119796753, 0.39131683111190796, 0.3677727282047272, 0.46816545724868774, 0.3544798195362091, 0.9660874605178833, 0.46509772539138794, 0.3921301066875458, 0.46126359701156616, 0.838931143283844, 0.5692256689071655, 0.6765968799591064, 0.5096161365509033]"
4987,"[1.963744044303894, 1.742262601852417, -0.5931481122970581, 1.8306856155395508, 1.7468372583389282, -0.1442766934633255, 1.7033549547195435, 1.7243931293487549, -0.4223329424858093, 1.9206174612045288, 1.6431236267089844, 1.732229471206665, -0.5652124881744385, 1.9586806297302246, -1.0929182767868042, 1.8861961364746094]"
3404,"[-0.6247036457061768, -0.40433987975120544, 2.2117154598236084, -0.5978822708129883, -0.6099569797515869, 0.6246994137763977, -0.4660481810569763, -0.6609057784080505, 1.7872837781906128, -0.5879825353622437, -0.5881991386413574, -0.5337084531784058, 1.6582204103469849, -0.44378232955932617, 1.7586820125579834, -0.439620703458786]"
6563,"[0.25598660111427307, 0.2899502217769623, 0.907440721988678, 0.22053441405296326, 0.19671793282032013, 0.2664262652397156, 0.25052571296691895, 0.1608184576034546, 0.7424363493919373, 0.21958349645137787, 0.20070651173591614, 0.25242307782173157, 0.6607094407081604, 0.3159908652305603, 0.5128872990608215, 0.29591596126556396]"
1360,"[-1.6434098482131958, -1.169270396232605, 3.7754125595092773, -1.5484296083450317, -1.5437209606170654, 1.043089509010315, -1.26568603515625, -1.621613621711731, 3.004039764404297, -1.4781092405319214, -1.505379557609558, -1.4301342964172363, 2.8367085456848145, -1.3010835647583008, 3.259622573852539, -1.276402473449707]"
6591,"[1.738239049911499, 1.5048826932907104, -0.310360848903656, 1.6480038166046143, 1.535659909248352, -0.07623130083084106, 1.505640983581543, 1.4692742824554443, -0.2543620467185974, 1.666678786277771, 1.4428197145462036, 1.519036054611206, -0.34030720591545105, 1.737358570098877, -0.821689784526825, 1.6410434246063232]"
395,"[1.4887092113494873, 1.3225046396255493, -0.18342798948287964, 1.3589847087860107, 1.2791190147399902, -0.04740748926997185, 1.2781645059585571, 1.304761528968811, -0.15296095609664917, 1.4281028509140015, 1.2458235025405884, 1.3208355903625488, -0.24900785088539124, 1.477412462234497, -0.6465475559234619, 1.3978981971740723]"
6139,"[-1.2336722612380981, -0.863037109375, 3.1672096252441406, -1.1689784526824951, -1.1689527034759521, 0.8799443244934082, -0.9450653195381165, -1.235572099685669, 2.530252695083618, -1.1238805055618286, -1.1367498636245728, -1.0711020231246948, 2.3740360736846924, -0.9568265080451965, 2.6740801334381104, -0.9418649673461914]"
396,"[1.5148966312408447, 1.3965150117874146, -0.18075025081634521, 1.4164369106292725, 1.3271039724349976, -0.011503603309392929, 1.3250541687011719, 1.3132070302963257, -0.14414942264556885, 1.4978177547454834, 1.2880675792694092, 1.3547080755233765, -0.2325390875339508, 1.561422348022461, -0.6684032678604126, 1.4438703060150146]"
3584,"[0.573959469795227, 0.5531567335128784, 0.47667041420936584, 0.5361974239349365, 0.49426746368408203, 0.1378563940525055, 0.5218087434768677, 0.4616912603378296, 0.3952632546424866, 0.5277392864227295, 0.48238909244537354, 0.5288069248199463, 0.3172653913497925, 0.6220729351043701, 0.09861940145492554, 0.5853995084762573]"
5852,"[0.969685435295105, 0.9033224582672119, 0.14499090611934662, 0.8858655691146851, 0.8461180925369263, 0.04070639982819557, 0.8626256585121155, 0.8339136838912964, 0.14367854595184326, 0.9168322086334229, 0.8096424341201782, 0.8834983110427856, 0.03412092477083206, 0.992490828037262, -0.2540663480758667, 0.931952953338623]"
619,"[1.549584984779358, 1.420536756515503, -0.29687827825546265, 1.4360871315002441, 1.347570538520813, -0.07386885583400726, 1.3705862760543823, 1.3680413961410522, -0.22790026664733887, 1.516921877861023, 1.2998844385147095, 1.3944785594940186, -0.339623361825943, 1.550813913345337, -0.7441925406455994, 1.4599581956863403]"
5097,"[1.0933589935302734, 1.0062739849090576, 0.08787988126277924, 0.9944102764129639, 0.9639233350753784, 0.026450265198946, 0.9702942967414856, 0.9079552292823792, 0.09366799890995026, 1.0426706075668335, 0.9079267978668213, 0.979619026184082, -0.051323018968105316, 1.1088823080062866, -0.3369508385658264, 1.0728588104248047]"
190,"[1.8472551107406616, 1.6755342483520508, -0.3846292495727539, 1.7285990715026855, 1.5911263227462769, -0.08740541338920593, 1.62753427028656, 1.628793716430664, -0.273254930973053, 1.7995128631591797, 1.5649640560150146, 1.6393297910690308, -0.4283823072910309, 1.8682801723480225, -0.858184278011322, 1.7852964401245117]"
3426,"[0.20017212629318237, 0.23942697048187256, 1.2037444114685059, 0.1448313593864441, 0.13050320744514465, 0.35634204745292664, 0.1986125111579895, 0.0930870920419693, 0.9721132516860962, 0.14892007410526276, 0.14224442839622498, 0.19451385736465454, 0.8711691498756409, 0.26421427726745605, 0.7610316276550293, 0.231407031416893]"
5771,"[-1.6710408926010132, -1.192119836807251, 3.8673903942108154, -1.5784019231796265, -1.5721596479415894, 1.06916081905365, -1.2885832786560059, -1.6521309614181519, 3.0767788887023926, -1.5063621997833252, -1.5324138402938843, -1.4576400518417358, 2.9016830921173096, -1.324582815170288, 3.340183973312378, -1.3015283346176147]"
3171,"[-0.10775285959243774, -0.015706896781921387, 1.3570387363433838, -0.12095719575881958, -0.13241127133369446, 0.39028602838516235, -0.0582975298166275, -0.17792584002017975, 1.102937936782837, -0.13758425414562225, -0.11560806632041931, -0.06723907589912415, 1.010303020477295, -0.020932406187057495, 0.9547441601753235, -0.02366030216217041]"
1811,"[2.853994131088257, 2.4838545322418213, -0.7755417227745056, 2.5474159717559814, 2.480095624923706, -0.17844566702842712, 2.5038280487060547, 2.465585708618164, -0.5485126972198486, 2.706056833267212, 2.342593193054199, 2.486098289489746, -0.7772913575172424, 2.7195844650268555, -1.3868200778961182, 2.5470480918884277]"
5733,"[-1.013627290725708, -0.7024720907211304, 2.8197107315063477, -0.9650105237960815, -0.9671324491500854, 0.7892841100692749, -0.7755634188652039, -1.028807520866394, 2.259821891784668, -0.9366210699081421, -0.9374903440475464, -0.8781198263168335, 2.1122496128082275, -0.7759676575660706, 2.3402676582336426, -0.7640155553817749]"
404,"[-0.10051324963569641, -0.012236058712005615, 1.3941631317138672, -0.1165224015712738, -0.12877589464187622, 0.40327394008636475, -0.05653880536556244, -0.170679971575737, 1.1296415328979492, -0.13651986420154572, -0.11217126250267029, -0.06237742304801941, 1.0331645011901855, -0.01357942819595337, 0.9832879900932312, -0.0206051766872406]"
5316,"[1.3425688743591309, 1.2498008012771606, -0.08577427268028259, 1.2270716428756714, 1.2166205644607544, -0.06131457909941673, 1.191750407218933, 1.1830251216888428, 0.05765382945537567, 1.2787721157073975, 1.049320936203003, 1.2322289943695068, -0.19516733288764954, 1.3084087371826172, -0.5412344336509705, 1.3224042654037476]"
1614,"[1.705526351928711, 1.5682812929153442, -0.5288791060447693, 1.6258914470672607, 1.548569679260254, -0.14206629991531372, 1.58910071849823, 1.488669753074646, -0.28138473629951477, 1.6527725458145142, 1.5038317441940308, 1.5450291633605957, -0.5810864567756653, 1.7024829387664795, -0.9345669150352478, 1.6586203575134277]"
4910,"[-0.6667211055755615, -0.44302991032600403, 2.2557177543640137, -0.6396538019180298, -0.6475310325622559, 0.6357967257499695, -0.503547191619873, -0.6983316540718079, 1.8180001974105835, -0.632621169090271, -0.6221576929092407, -0.571276068687439, 1.6871789693832397, -0.48349708318710327, 1.8051040172576904, -0.47837886214256287]"
7601,"[-0.6831719875335693, -0.4500068128108978, 2.3595094680786133, -0.658051609992981, -0.6670478582382202, 0.6663497090339661, -0.513685405254364, -0.7182148694992065, 1.9014356136322021, -0.6450617909431458, -0.6407064199447632, -0.5862767696380615, 1.7614680528640747, -0.4947458505630493, 1.8924527168273926, -0.4910731613636017]"
5764,"[1.3116708993911743, 1.2153635025024414, -0.14435696601867676, 1.2470382452011108, 1.1486639976501465, -0.02015801891684532, 1.1739760637283325, 1.1315267086029053, -0.06367011368274689, 1.2737548351287842, 1.0869178771972656, 1.1806641817092896, -0.18905505537986755, 1.3282368183135986, -0.5685620307922363, 1.2626396417617798]"
729,"[0.45912787318229675, 0.4557315707206726, 0.701885998249054, 0.4011552631855011, 0.37898409366607666, 0.20799726247787476, 0.4206402897834778, 0.34682193398475647, 0.5762441754341125, 0.4096537232398987, 0.37332603335380554, 0.4270817041397095, 0.48892202973365784, 0.5046302080154419, 0.3024507164955139, 0.4701218008995056]"
5015,"[1.552402138710022, 1.4055116176605225, -0.17042356729507446, 1.4261001348495483, 1.3500008583068848, -0.039283376187086105, 1.3460440635681152, 1.3670194149017334, -0.11494205892086029, 1.5129338502883911, 1.313281774520874, 1.382582426071167, -0.2536037266254425, 1.5614252090454102, -0.6229855418205261, 1.4762572050094604]"
7859,"[-0.03077074885368347, 0.04796963930130005, 1.3054027557373047, -0.05090722441673279, -0.06448936462402344, 0.379047155380249, 0.0044464170932769775, -0.10839559137821198, 1.0631685256958008, -0.06684447824954987, -0.053337037563323975, -0.0004987120628356934, 0.9654079079627991, 0.04950821399688721, 0.894446849822998, 0.042250990867614746]"
4798,"[2.184161901473999, 1.989817500114441, -0.713859498500824, 2.017942428588867, 1.9247664213180542, -0.21940375864505768, 1.943853497505188, 1.9169921875, -0.5296088457107544, 2.1548538208007812, 1.7961126565933228, 1.928157925605774, -0.7016969323158264, 2.1570653915405273, -1.2216248512268066, 2.029942750930786]"
311,"[1.7051509618759155, 1.5020396709442139, -0.3428044319152832, 1.6019233465194702, 1.4538949728012085, -0.09467656910419464, 1.4326014518737793, 1.4797195196151733, -0.27520668506622314, 1.6655312776565552, 1.4372527599334717, 1.5312931537628174, -0.42923256754875183, 1.6918375492095947, -0.8359094858169556, 1.6357213258743286]"
442,"[-0.5941449403762817, -0.3861251771450043, 2.1774709224700928, -0.5714782476425171, -0.5850236415863037, 0.618313193321228, -0.4457017183303833, -0.6347469091415405, 1.7607660293579102, -0.567906379699707, -0.5590392351150513, -0.5065121650695801, 1.6331441402435303, -0.42462944984436035, 1.7215254306793213, -0.4214078485965729]"
7200,"[2.3918027877807617, 2.15179181098938, -0.7833384871482849, 2.1983954906463623, 2.112391948699951, -0.19887422025203705, 2.118422508239746, 2.100168228149414, -0.5742396116256714, 2.328291416168213, 1.9798340797424316, 2.1149067878723145, -0.7712027430534363, 2.380542755126953, -1.2980785369873047, 2.2373502254486084]"
2770,"[2.858431100845337, 2.582338571548462, -0.7460907101631165, 2.499329090118408, 2.523679494857788, -0.20752829313278198, 2.550615072250366, 2.5569934844970703, -0.4752016067504883, 2.6509125232696533, 2.31025767326355, 2.5916059017181396, -0.9080812335014343, 2.7576632499694824, -1.3744211196899414, 2.553767681121826]"
3346,"[-1.3753396272659302, -0.9701375961303711, 3.3355250358581543, -1.2972761392593384, -1.295708179473877, 0.9253416061401367, -1.0565712451934814, -1.3657251596450806, 2.6617865562438965, -1.2453060150146484, -1.2615913152694702, -1.1941382884979248, 2.5052638053894043, -1.0767707824707031, 2.842038154602051, -1.0560650825500488]"
2694,"[1.1725425720214844, 1.05234694480896, 0.014338627457618713, 1.119063138961792, 1.0220280885696411, 0.022478017956018448, 1.0341873168945312, 0.9971535205841064, 0.05507984757423401, 1.138746976852417, 0.946496844291687, 1.0423845052719116, -0.04332336038351059, 1.1942102909088135, -0.4002349376678467, 1.1702238321304321]"
5396,"[1.5831444263458252, 1.4161114692687988, 0.7385985255241394, 1.4007571935653687, 1.2914843559265137, 0.2257138043642044, 1.3675769567489624, 1.2754944562911987, 0.5876539945602417, 1.4582191705703735, 1.3223499059677124, 1.3859933614730835, 0.372793585062027, 1.5323069095611572, 0.05471903085708618, 1.449992299079895]"
1940,"[0.9752312898635864, 0.9090460538864136, 0.07170405983924866, 0.894349217414856, 0.8734604120254517, 0.02625364437699318, 0.8740274310112, 0.8235582113265991, 0.11061878502368927, 0.9278772473335266, 0.8032715320587158, 0.8838034868240356, -0.014392264187335968, 0.9959431290626526, -0.32549232244491577, 0.9581413269042969]"
6450,"[-0.476369172334671, -0.28767451643943787, 2.583188056945801, -0.5028588771820068, -0.5229709148406982, 0.7437052726745605, -0.35523056983947754, -0.5802995562553406, 2.078213691711426, -0.4832979440689087, -0.48060575127601624, -0.41869524121284485, 1.9207245111465454, -0.3257525563240051, 1.9961698055267334, -0.3558686673641205]"
1642,"[-1.4510282278060913, -1.023964524269104, 3.514862537384033, -1.3709352016448975, -1.369890809059143, 0.973842978477478, -1.1141462326049805, -1.443213701248169, 2.8015694618225098, -1.3108090162277222, -1.3346301317214966, -1.2626020908355713, 2.638606548309326, -1.1373236179351807, 3.004673719406128, -1.1188530921936035]"
2260,"[-1.6111284494400024, -1.148922324180603, 3.773000717163086, -1.5215656757354736, -1.5168755054473877, 1.0433478355407715, -1.241795539855957, -1.5952495336532593, 3.0040040016174316, -1.4552174806594849, -1.478503942489624, -1.405124545097351, 2.831538677215576, -1.275406837463379, 3.2493131160736084, -1.253028154373169]"
7704,"[1.0994901657104492, 1.0029066801071167, 0.17929832637310028, 0.9900546073913574, 0.948439359664917, 0.05946429446339607, 0.9644874334335327, 0.9259043335914612, 0.16678640246391296, 1.0428180694580078, 0.9029310941696167, 0.9842685461044312, 0.059102557599544525, 1.1006356477737427, -0.26901155710220337, 1.0341447591781616]"
3601,"[3.17268705368042, 2.7942001819610596, -1.1111950874328613, 2.8679165840148926, 2.7528679370880127, -0.3132636845111847, 2.7391765117645264, 2.730757474899292, -0.8105940818786621, 3.1299288272857666, 2.5567283630371094, 2.7740743160247803, -1.0083129405975342, 3.021899700164795, -1.760434627532959, 2.88358998298645]"
1890,"[1.6001579761505127, 1.4030226469039917, -0.049889564514160156, 1.4706474542617798, 1.395155906677246, -0.013094555586576462, 1.377318263053894, 1.397770881652832, -0.034669533371925354, 1.5305736064910889, 1.357905626296997, 1.410675048828125, -0.1420469880104065, 1.6091830730438232, -0.5318188667297363, 1.5435683727264404]"
7252,"[0.09034813940525055, 0.12679944932460785, 1.637113094329834, 0.021340876817703247, 0.011539265513420105, 0.49802809953689575, 0.0943630188703537, -0.04423971474170685, 1.3038910627365112, 0.012273803353309631, 0.03085017204284668, 0.08278977870941162, 1.184696912765503, 0.14919333159923553, 1.1262397766113281, 0.11112134158611298]"
7143,"[0.48893672227859497, 0.4781847298145294, 0.7396543025970459, 0.4309995472431183, 0.40596041083335876, 0.21922442317008972, 0.4431077241897583, 0.36723142862319946, 0.6011720895767212, 0.4418925642967224, 0.39443349838256836, 0.4468044638633728, 0.5116800665855408, 0.5402085781097412, 0.32114511728286743, 0.4989957809448242]"
651,"[2.1534321308135986, 1.846094012260437, -0.4758155941963196, 2.0282344818115234, 1.8992198705673218, -0.10439048707485199, 1.8383179903030396, 1.8312363624572754, -0.35189008712768555, 2.0420589447021484, 1.7415716648101807, 1.8592897653579712, -0.4669021666049957, 2.0980937480926514, -1.0134475231170654, 1.9792048931121826]"
117,"[1.5180996656417847, 1.4121853113174438, -0.2545574903488159, 1.407343864440918, 1.34065580368042, -0.0714598000049591, 1.342591404914856, 1.344211459159851, -0.17273271083831787, 1.495090365409851, 1.2671512365341187, 1.3749996423721313, -0.32801467180252075, 1.5330078601837158, -0.6894198060035706, 1.450050950050354]"
2435,"[0.6891478300094604, 0.6686819195747375, 0.3972983956336975, 0.6263504028320312, 0.5948851108551025, 0.11336255073547363, 0.6265954375267029, 0.5715010166168213, 0.3387432098388672, 0.658653736114502, 0.5655381679534912, 0.632542073726654, 0.25068217515945435, 0.7382282614707947, 0.011341258883476257, 0.6907546520233154]"
3304,"[1.5726040601730347, 1.4005661010742188, -0.10631346702575684, 1.4718328714370728, 1.3576834201812744, -0.0024936608970165253, 1.3677719831466675, 1.3276755809783936, -0.06237122416496277, 1.5127882957458496, 1.3067855834960938, 1.3745439052581787, -0.17290344834327698, 1.5376687049865723, -0.6087280511856079, 1.4873273372650146]"
1718,"[1.454050064086914, 1.2929195165634155, 0.10897904634475708, 1.3501108884811401, 1.2901289463043213, 0.07492353022098541, 1.2476859092712402, 1.3004611730575562, 0.13262151181697845, 1.370966911315918, 1.2662224769592285, 1.3239585161209106, -0.09581788629293442, 1.477625846862793, -0.4009290039539337, 1.3937326669692993]"
5839,"[-1.6816315650939941, -1.197961449623108, 3.846524477005005, -1.584855318069458, -1.5781936645507812, 1.06244695186615, -1.29590904712677, -1.658021092414856, 3.0622096061706543, -1.5120776891708374, -1.538540244102478, -1.464704155921936, 2.8892884254455566, -1.3328092098236084, 3.324131488800049, -1.3070094585418701]"
7387,"[1.1396355628967285, 1.028706431388855, -0.0036066770553588867, 1.0416350364685059, 0.9967466592788696, 0.005714062601327896, 1.005289912223816, 0.9588779211044312, 0.04000768065452576, 1.0750291347503662, 0.9371901750564575, 1.0199909210205078, -0.076999731361866, 1.126152515411377, -0.4130505621433258, 1.0884442329406738]"
7378,"[1.6513285636901855, 1.4923685789108276, -0.2962166666984558, 1.528061866760254, 1.4389411211013794, -0.06986929476261139, 1.4324785470962524, 1.456013798713684, -0.22692590951919556, 1.5955065488815308, 1.3816298246383667, 1.4718594551086426, -0.3484518229961395, 1.6459593772888184, -0.7340381145477295, 1.566208004951477]"
863,"[1.3057022094726562, 1.1766152381896973, -0.15291297435760498, 1.2133281230926514, 1.173161506652832, -0.03992822393774986, 1.151145577430725, 1.135351538658142, -0.08872976899147034, 1.2454525232315063, 1.0670864582061768, 1.1601396799087524, -0.2085568904876709, 1.3209869861602783, -0.5860989689826965, 1.2396749258041382]"
3985,"[0.26594310998916626, 0.3061818480491638, 0.9439720511436462, 0.23164911568164825, 0.20884591341018677, 0.2760736346244812, 0.2646629810333252, 0.16743354499340057, 0.7804612517356873, 0.2335938662290573, 0.20032638311386108, 0.25793448090553284, 0.6826342940330505, 0.34053510427474976, 0.5371049642562866, 0.3108246326446533]"
3890,"[1.7171852588653564, 1.5546153783798218, -0.28279972076416016, 1.538667917251587, 1.4478868246078491, -0.07600370049476624, 1.4892704486846924, 1.4920310974121094, -0.23401054739952087, 1.6346875429153442, 1.449803113937378, 1.5416361093521118, -0.3850789964199066, 1.6722846031188965, -0.7438147664070129, 1.5889372825622559]"
